NDC,Proprietary Name,Non Proprietary Name,Ingredient List,Labeler Name,Product Type,Marketing Category,Application Number or Monograph ID,Link,Inactivation Date,Reactivation Date
58597-8452-3,Ponazuril,PONAZURIL,PONAZURIL,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/40b42fc2-39d7-4726-b43a-a5f367d7ceab/40b42fc2-39d7-4726-b43a-a5f367d7ceab.xml,,
73309-294-01,Resorcinol,RESORCINOL,RESORCINOL,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/93a70815-de0d-49cf-910d-6b473e9715aa/93a70815-de0d-49cf-910d-6b473e9715aa.xml,,
73309-170-05,Bethanechol Chloride,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6b5b67f8-31e5-43d1-ae30-18e07d3a0325/6b5b67f8-31e5-43d1-ae30-18e07d3a0325.xml,,
62157-556-01,AX Pharmaceutical Corp,TRILOSTANE,TRILOSTANE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/4932d771-0ee5-4f0c-a167-5ce1ea8a6e12/4932d771-0ee5-4f0c-a167-5ce1ea8a6e12.xml,,
63537-0071-0,NA,DERACOXIB,DERACOXIB,"Standard Chem. & Pharm. Co., Ltd.",BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/d30afb79-647a-b9e6-e053-2995a90aafba/d30afb79-647a-b9e6-e053-2995a90aafba.xml,,
73309-170-02,Bethanechol Chloride,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6b5b67f8-31e5-43d1-ae30-18e07d3a0325/6b5b67f8-31e5-43d1-ae30-18e07d3a0325.xml,,
58597-8558-6,CISAPRIDE,CISAPRIDE,CISAPRIDE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8baaa0dd-ad06-4d3b-a8b5-48ae99aa01ee/8baaa0dd-ad06-4d3b-a8b5-48ae99aa01ee.xml,,
73309-185-01,Reserpine,RESERPINE,RESERPINE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/66fc64d8-3c51-43b6-ba06-5fa634acc739/66fc64d8-3c51-43b6-ba06-5fa634acc739.xml,,
62157-571-01,AX Pharmaceutical Corp,TADALAFIL,TADALAFIL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/84aafe05-f4cf-4cad-8feb-3ad38dc66385/84aafe05-f4cf-4cad-8feb-3ad38dc66385.xml,,
62157-257-01,X,TOFACITINIB,TOFACITINIB,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6fd4869b-51c2-4bf5-8a3f-51ba5820d5e1/6fd4869b-51c2-4bf5-8a3f-51ba5820d5e1.xml,,
73309-105-01,Triamcinolone acetonide,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/9a62aa85-533e-4b41-aa03-320c58a37d0c/9a62aa85-533e-4b41-aa03-320c58a37d0c.xml,,
73309-286-01,S-Adenosyl-L-methionine Disulfate Tosylate,S-ADENOSYL-L-METHIONINE DISULFATE TOSYLATE,S-ADENOSYL-L-METHIONINE DISULFATE TOSYLATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2df83cda-1099-47c7-8bc9-b5773c3e8019/2df83cda-1099-47c7-8bc9-b5773c3e8019.xml,,
73309-292-02,L-Arginine,L-ARGININE,ARGININE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/89115049-76e3-45de-8b68-f8898401c5f8/89115049-76e3-45de-8b68-f8898401c5f8.xml,,
73309-130-01,Marbofloxacin,MARBOFLOXACIN,MARBOFLOXACIN,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/7846a0e5-c566-400b-990b-ec6ff0cf8b29/7846a0e5-c566-400b-990b-ec6ff0cf8b29.xml,,
62157-244-01,X,DICLAZURIL,DICLAZURIL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/62db6d7f-f81d-49dd-9753-e5a98f5991db/62db6d7f-f81d-49dd-9753-e5a98f5991db.xml,,
73309-208-01,Methylene Blue Trihydrate,METHYLENE BLUE TRIHYDRATE,METHYLENE BLUE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/bc3ad901-ee23-4c8f-ba8f-3e038227eac4/bc3ad901-ee23-4c8f-ba8f-3e038227eac4.xml,,
73309-247-01,Sulfachlorpyridazine Sodium,SULFACHLORPYRIDAZINE SODIUM,SULFACHLORPYRIDAZINE SODIUM,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/9f60f0d6-d4b4-4233-b720-70506bbb2079/9f60f0d6-d4b4-4233-b720-70506bbb2079.xml,,
62157-812-01,Atovaquone,ATOVAQUONE,ATOVAQUONE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/fe81c3c6-5400-4669-a2f2-0ffbce207b93/fe81c3c6-5400-4669-a2f2-0ffbce207b93.xml,,
62157-408-01,X,LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8d711b59-0819-424a-8e59-36540ed0003e/8d711b59-0819-424a-8e59-36540ed0003e.xml,,
62157-373-01,X,XYLAZINE HCL,XYLAZINE HYDROCHLORIDE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/4e52835a-5e54-4691-89ce-a77a53045df1/4e52835a-5e54-4691-89ce-a77a53045df1.xml,,
58597-8168-6,Carprofen,CARPROFEN,CARPROFEN,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/3c9e60bb-720d-4376-a059-df279d3e03c3/3c9e60bb-720d-4376-a059-df279d3e03c3.xml,,
63732-2006-8,Cisapride Monohydrate,CISAPRIDE MONOHYDRATE,CISAPRIDE MONOHYDRATE,H3 Medical Inc.,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/1f7855c1-d970-480d-87b2-b96b63f1ede5/1f7855c1-d970-480d-87b2-b96b63f1ede5.xml,,
73309-112-02,Pyrimethamine,PYRIMETHAMINE,PYRIMETHAMINE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/096b195f-89e7-48d1-b89b-29628ee94f74/096b195f-89e7-48d1-b89b-29628ee94f74.xml,,
62157-402-01,X,MELOXICAM,MELOXICAM,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/479f0dc9-3c6d-4338-878f-bd24ffbfc484/479f0dc9-3c6d-4338-878f-bd24ffbfc484.xml,,
62157-459-01,AX Pharmaceutical Corp,AVANAFIL,AVANAFIL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2d0b8a9e-386a-4031-bc51-ce763fee570a/2d0b8a9e-386a-4031-bc51-ce763fee570a.xml,,
73309-156-01,Pyrazinamide,PYRAZINAMIDE,PYRAZINAMIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/dc0a361c-884d-4729-819d-ed119af31a27/dc0a361c-884d-4729-819d-ed119af31a27.xml,,
73309-161-01,Oxytetracycline Hydrochloride,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8034cce0-468a-4f75-84a3-b050753d38f8/8034cce0-468a-4f75-84a3-b050753d38f8.xml,,
58597-8214-4,Decoquinate,DECOQUINATE,DECOQUINATE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/ce95a5ec-4a92-4619-9c7e-bc4f095919ae/ce95a5ec-4a92-4619-9c7e-bc4f095919ae.xml,,
49452-3153-2,Flunixin Meglumine,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,"Spectrum Laboratory Products, Inc.",BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/b9d451f6-ec1e-0b3b-e053-2a95a90abb9e/b9d451f6-ec1e-0b3b-e053-2a95a90abb9e.xml,,
58597-7002-4,Altrenogest,ALTRENOGES,ALTRENOGEST,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/b89e1dd4-ad11-48ff-8976-8b75d4bbf2f7/b89e1dd4-ad11-48ff-8976-8b75d4bbf2f7.xml,,
73309-231-01,Mitotane,MITOTANE,MITOTANE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/1dda8484-3c9d-48c6-88ce-3cf1d8d377d1/1dda8484-3c9d-48c6-88ce-3cf1d8d377d1.xml,,
73377-057-02,Famotidine,FAMOTIDINE,FAMOTIDINE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/5cdc8340-42b1-49ff-9eb3-6a44001c120a/5cdc8340-42b1-49ff-9eb3-6a44001c120a.xml,,
73309-087-01,Yohimbine HCl,YOHIMBINE HCL,YOHIMBINE HYDROCHLORIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/5fd7cfd1-45f6-4eed-b00b-be54dc9173ac/5fd7cfd1-45f6-4eed-b00b-be54dc9173ac.xml,,
62157-447-01,AX Pharmaceutical Corp,AZITHROMYCIN DIHYDRATE,AZITHROMYCIN DIHYDRATE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/88405641-743f-46e0-81aa-752d21d7f6a7/88405641-743f-46e0-81aa-752d21d7f6a7.xml,,
62157-364-01,X,CHLORAMPHENICOL,CHLORAMPHENICOL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/44a1de55-02d0-467a-8e4b-0818ac2a6f3e/44a1de55-02d0-467a-8e4b-0818ac2a6f3e.xml,,
62157-252-01,X,IBUTAMOREN MESYLATE,IBUTAMOREN MESYLATE,AX Pharmaceutical,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6fcdafef-a4a8-4e4c-a135-c9b8a77b0fe8/6fcdafef-a4a8-4e4c-a135-c9b8a77b0fe8.xml,,
63732-2048-5,Levamisole Hydrochloride,LEVAMISOLE HYDROCHLORIDE,LEVAMISOLE HYDROCHLORIDE,H3 Medical Inc.,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/910013ce-ae01-4a49-bf22-8a15454e9d5a/910013ce-ae01-4a49-bf22-8a15454e9d5a.xml,,
73309-115-02,Streptomycin Sulfate,STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/5237b1bd-e9e3-44f1-9480-de2d39a6cced/5237b1bd-e9e3-44f1-9480-de2d39a6cced.xml,,
62157-485-01,AX Pharmaceutical Corp,PROGESTERONE,PROGESTERONE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/0184308c-d3a9-406c-a4b1-7122b4a22156/0184308c-d3a9-406c-a4b1-7122b4a22156.xml,,
73309-102-01,Propantheline Bromide,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2a1d17a8-cb0b-4dd4-a8af-305e4aeb0d83/2a1d17a8-cb0b-4dd4-a8af-305e4aeb0d83.xml,,
73309-128-01,Omeprazole Sodium,OMEPRAZOLE SODIUM,OMEPRAZOLE SODIUM,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/26256473-8564-4808-8ea9-faa116a1b44c/26256473-8564-4808-8ea9-faa116a1b44c.xml,,
73309-146-01,Nitenpyram,NITENPYRAM,NITENPYRAM,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/9bb17f1d-76db-4172-9325-717d0c27c4ab/9bb17f1d-76db-4172-9325-717d0c27c4ab.xml,,
62157-429-01,X,STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2adf375f-e81b-4b1b-8acb-fa801b079b83/2adf375f-e81b-4b1b-8acb-fa801b079b83.xml,,
58597-8559-9,Toltrazuril,TOLTRAZURIL,TOLTRAZURIL,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/d58568c3-5faf-4f2f-904c-dc61a0fc0592/d58568c3-5faf-4f2f-904c-dc61a0fc0592.xml,,
73309-015-01,Vorinostat,VORINOSTAT,VORINOSTAT,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/e9c24e50-4190-4dc2-8f5e-2be8bbaaa600/e9c24e50-4190-4dc2-8f5e-2be8bbaaa600.xml,,
58597-8272-6,Flunixin Meglumine,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/e68e98de-e21f-462c-8126-7b62208889a2/e68e98de-e21f-462c-8126-7b62208889a2.xml,,
73309-008-03,Imatinib Mesylate,IMATINIB MESYLATE,IMATINIB MESYLATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/7f946fdf-f09d-492d-a719-297f020c0f4d/7f946fdf-f09d-492d-a719-297f020c0f4d.xml,,
62157-512-01,AX Pharmaceutical Corp,TACROLIMUS,TACROLIMUS,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/43a89b8a-67fd-4682-945e-890a7c3175cb/43a89b8a-67fd-4682-945e-890a7c3175cb.xml,,
58597-8371-6,Marbofloxacin,MARBOFLOXACIN,MARBOFLOXACIN,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/bf219f26-c8f0-4fbc-aea7-3606a43e6f57/bf219f26-c8f0-4fbc-aea7-3606a43e6f57.xml,,
73309-009-01,Tylosin Base,TYLOSIN BASE,TYLOSIN,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/091a2161-70cd-4ef4-ae3e-daeb2834b90f/091a2161-70cd-4ef4-ae3e-daeb2834b90f.xml,,
63732-2045-6,Pimobendan,PIMOBENDAN,PIMOBENDAN,H3 Medical Inc.,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/a1e6da2e-ddb9-47e7-b334-8d7bb7fc5fc4/a1e6da2e-ddb9-47e7-b334-8d7bb7fc5fc4.xml,,
73309-024-01,p-Aminohippuric Acid,P-AMINOHIPPURIC ACID,AMINOHIPPURIC ACID,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/1990322a-a3a1-480c-82e1-7f138ba195c6/1990322a-a3a1-480c-82e1-7f138ba195c6.xml,,
73309-057-02,Prednisolone Sodium Phosphate,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/72e88b77-2686-4713-b2a9-1dab1e3f1215/72e88b77-2686-4713-b2a9-1dab1e3f1215.xml,,
58597-8437-9,Phenylbutazone,PHENYLBUTAZONE,PHENYLBUTAZONE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/53d8900d-9f28-43d3-9dc9-9a25aa3a0745/53d8900d-9f28-43d3-9dc9-9a25aa3a0745.xml,,
73377-032-02,Ponazuril,PONAZURIL,PONAZURIL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/5ca53b4a-881c-4780-8f89-59ef91bfc684/5ca53b4a-881c-4780-8f89-59ef91bfc684.xml,,
62157-807-01,Omeprazole,OMEPRAZOLE,OMEPRAZOLE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/07d37337-6984-4210-8918-6329c3c5a63e/07d37337-6984-4210-8918-6329c3c5a63e.xml,,
62157-465-01,AX Pharmaceutical Corp,IVERMECTIN,IVERMECTIN,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/4932d0ff-e368-4074-9b18-7eb8fc60944e/4932d0ff-e368-4074-9b18-7eb8fc60944e.xml,,
73309-215-03,Sodium Salicylate,SODIUM SALICYLATE,SODIUM SALICYLATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/f07852a0-2313-45eb-8441-b08050d0de42/f07852a0-2313-45eb-8441-b08050d0de42.xml,,
73309-246-01,Carbazochrome,CARBAZOCHROME,CARBAZOCHROME,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/f773c25d-a223-4c37-95d9-7e176524ee40/f773c25d-a223-4c37-95d9-7e176524ee40.xml,,
58645-005-01,Doxycycline Hyclate,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,Compound One Pharmaceuticals Inc,BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/445011f3-010b-4bc4-8cc8-f493b653afc9/445011f3-010b-4bc4-8cc8-f493b653afc9.xml,,
73309-007-04,Secnidazole,SECNIDAZOLE,SECNIDAZOLE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/65a3aaea-b9b7-4544-84aa-ef747ba1b3db/65a3aaea-b9b7-4544-84aa-ef747ba1b3db.xml,,
62157-127-01,X,ATOVAQUONE,ATOVAQUONE,AX Pharmaceutical Corp,BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/47623948-ebfe-4987-afd2-db9e6a55184a/47623948-ebfe-4987-afd2-db9e6a55184a.xml,,
62157-471-01,AX Pharmaceutical Corp,TADALAFIL,TADALAFIL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2e5aed01-9bf5-4348-8bc9-9ebbf0cc90fa/2e5aed01-9bf5-4348-8bc9-9ebbf0cc90fa.xml,,
62157-530-01,AX Pharmaceutical Corp,DIAZOXIDE,DIAZOXIDE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8f6fe55e-899b-4d6c-85bf-f493d37a723a/8f6fe55e-899b-4d6c-85bf-f493d37a723a.xml,,
58597-8095-4,Acepromazine Maleate,ACEPROMAZINE MALEATE,ACEPROMAZINE MALEATE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/b868e08d-4fc0-4c3b-8cec-26c980e610e7/b868e08d-4fc0-4c3b-8cec-26c980e610e7.xml,,
73309-275-01,Imiquimod,IMIQUIMOD,IMIQUIMOD,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/fcc36134-b45b-413f-a2b1-832abb60a663/fcc36134-b45b-413f-a2b1-832abb60a663.xml,,
49452-0007-4,Acepromazine Maleate,ACEPROMAZINE MALEATE,ACEPROMAZINE MALEATE,"Spectrum Laboratory Products, Inc.",BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/b9d4521f-6fd4-0b43-e053-2a95a90a78e2/b9d4521f-6fd4-0b43-e053-2a95a90a78e2.xml,,
62157-596-01,AX Pharmaceutical Corp,TRILOSTANE,TRILOSTANE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/844502c5-6fd8-4502-9b5a-32c5421af5c3/844502c5-6fd8-4502-9b5a-32c5421af5c3.xml,,
73309-154-02,Dexamethasone Acetate Anhydrous,DEXAMETHASONE ACETATE ANHYDROUS,DEXAMETHASONE ACETATE ANHYDROUS,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/c59b591a-866f-44c3-872d-b793d0e8b409/c59b591a-866f-44c3-872d-b793d0e8b409.xml,,
58597-8373-7,Medetomidine Hydrochloride,MEDETOMIDINE HYDROCHLORIDE,MEDETOMIDINE HYDROCHLORIDE,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/cf5ab21e-c646-40ec-999f-5338b4ebee0e/cf5ab21e-c646-40ec-999f-5338b4ebee0e.xml,,
62157-389-01,AX Pharmaceutical,GUANABENZ ACETATE,GUANABENZ ACETATE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/28cf97cb-b8a6-43ec-9b94-29e62afe8303/28cf97cb-b8a6-43ec-9b94-29e62afe8303.xml,,
62157-243-01,X,PREGABALIN,PREGABALIN,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6659df43-4934-4689-bc36-235363b4db8a/6659df43-4934-4689-bc36-235363b4db8a.xml,,
62157-548-01,AX Pharmaceutical Corp,SILDENAFIL CITRATE,SILDENAFIL CITRATE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8e6d9a46-8a07-4404-bc6d-6f6401356a68/8e6d9a46-8a07-4404-bc6d-6f6401356a68.xml,,
62157-479-01,AX Pharmaceutical Corp,URSODIOL,URSODIOL,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/825b393f-1a4a-4c96-89f9-1658d4417f3e/825b393f-1a4a-4c96-89f9-1658d4417f3e.xml,,
43744-021-01,ATIPAMEZOLE HYDROCHLORIDE,ATIPAMEZOLE HYDROCHLORIDE,ATIPAMEZOLE HYDROCHLORIDE,CBSCHEM LIMITED,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/73b8ba28-0cc3-4f13-a230-f1bc7b935a71/73b8ba28-0cc3-4f13-a230-f1bc7b935a71.xml,,
58597-8242-6,METAMIZOLE SODIUM,METAMIZOLE SODIUM,METAMIZOLE SODIUM,AMERICAN PHARMACEUTICAL INGREDIENTS LLC,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/ce668830-a028-4a6a-b1f3-57ce5afa522f/ce668830-a028-4a6a-b1f3-57ce5afa522f.xml,,
62157-413-01,X,PREDNISOLONE,PREDNISOLONE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/2d8945f0-3d2f-484d-856a-a61154cb2734/2d8945f0-3d2f-484d-856a-a61154cb2734.xml,,
73309-183-01,Diethylcarbamazine Citrate,DIETHYLCARBAMAZINE CITRATE,DIETHYLCARBAMAZINE CITRATE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/d8276a62-72e3-42df-9af1-b9be9fd0f456/d8276a62-72e3-42df-9af1-b9be9fd0f456.xml,,
73309-205-01,Flunixin Meglumine,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,"BLUEBAY SHANDONG CO.,LTD",BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/6223a70b-7e63-4f27-9c8e-ec7f8a1dd3e9/6223a70b-7e63-4f27-9c8e-ec7f8a1dd3e9.xml,,
62157-557-01,AX Pharmaceutical Corp,TRILOSTANE,TRILOSTANE,AX Pharmaceutical Corp,BULK INGREDIENT,bulk ingredient for animal drug compounding,,https://www.accessdata.fda.gov/spl/data/8c287dc4-c3ef-4c23-9697-2650a78cf160/8c287dc4-c3ef-4c23-9697-2650a78cf160.xml,,
69122-001-04,praziquantel,PRAZIQUANTEL,PRAZIQUANTEL,"Jiangsu Chengxin Pharmaceutical Co., ltd.",BULK INGREDIENT,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,,https://www.accessdata.fda.gov/spl/data/6148d070-82ff-0c29-e053-2991aa0a4156/6148d070-82ff-0c29-e053-2991aa0a4156.xml,,
